outageId,outageGisId,outageRegionId,outageMunicipality,outageArea,outageCause,numCustomersOut,crewEta,dateServiceOut,dateServiceRestored,estDateServiceRestored,crewEtr,outageLastUpdated,outageRegionName,outageLatitude,outageLongitude,nearestSubstationId,outageToSubstationDistance,substationName,substationCity,typeOfSubstation,statusOfSubstation,substationLatitude,substationLongitude
2533447,2507395.0,521980323,Vancouver,"North of BROADWAY , East of BURRARD ST, South of 1ST AVE, West of GRANVILLE ST",Planned work being done on our equipment,25,2025-01-05 17:30:00+00:00,2025-01-05 17:24:15+00:00,2025-01-05 23:09:15+00:00,2025-01-06 00:00:00+00:00,2025-01-06 00:00:00+00:00,2025-01-05 22:41:38+00:00,Lower Mainland,49.270114,-123.141531,200093,1.9100409239422043,DAL GRAUER,VANCOUVER,SUBSTATION,IN SERVICE,49.28,-123.12
2533458,2507406.0,725364552,Kamloops,"North of CAMPBELL MEADOWS RD, East of GOWAN RD",Under investigation,16,2025-01-05 20:10:00+00:00,2025-01-05 18:58:39+00:00,2025-01-05 21:32:33+00:00,2025-01-05 21:10:00+00:00,2025-01-05 21:10:00+00:00,2025-01-05 21:02:04+00:00,Thompson/Shuswap,50.57271,-120.057995,200304,16.480762168690084,MONTE LAKE,NOT AVAILABLE,SUBSTATION,IN SERVICE,50.52,-119.84
2533468,2507416.0,848340027,Prince George,3500 block TABOR LAKE SOUTH RD,Motor vehicle accident,1,2025-01-05 21:50:00+00:00,2025-01-05 20:38:01+00:00,2025-01-05 22:27:40+00:00,,,2025-01-05 21:48:27+00:00,Central Interior,53.894551,-122.59237,200199,5.08689215058645,WILLISTON,NOT AVAILABLE,SUBSTATION,IN SERVICE,53.85,-122.61
2533469,2507417.0,521980323,Powell River,"1800 block STURT BAY RD, 1900 block NICHOLAS AVE",Under investigation,4,2025-01-06 01:00:00+00:00,2025-01-05 20:41:00+00:00,2025-01-06 02:16:33+00:00,,,2025-01-05 21:13:11+00:00,Lower Mainland,49.759756,-124.560509,200152,6.660544367443335,GRIEF POINT,POWELL RIVER,SUBSTATION,IN SERVICE,49.81,-124.51
2533473,2507421.0,1602964060,Daajing Giids,COPPER BAY RD P99,Tree down across our wires,1,2025-01-05 22:05:00+00:00,2025-01-05 21:39:17+00:00,2025-01-06 00:53:21+00:00,2025-01-06 00:05:00+00:00,2025-01-06 00:05:00+00:00,2025-01-05 22:56:28+00:00,Northern,53.193977,-131.775639,200238,149.40013112476555,RIDLEY COAL,NOT AVAILABLE,SUBSTATION,IN SERVICE,54.23,-130.33
2533476,2507424.0,2072041405,Invermere,"500 block 4TH AVE, 400 block 6TH ST",Bird contacting our wires,4,2025-01-05 22:50:00+00:00,2025-01-05 22:06:00+00:00,2025-01-05 23:09:15+00:00,,,2025-01-05 22:42:19+00:00,Okanagan/Kootenay,50.508328,-116.026811,200326,1.905032287138277,ATHALMER TAP,NOT AVAILABLE,TAP,IN SERVICE,50.51,-116.0
2533479,2507427.0,725364552,Kamloops,"West of SHAW RD, South of HEFFLEY LOUIS CREEK RD, East of LAKESHORE RD",Tree down across our wires,22,,2025-01-05 23:12:00+00:00,2025-01-06 02:16:33+00:00,,,2025-01-06 00:25:45+00:00,Thompson/Shuswap,50.84278,-120.08524,200292,12.976821320454702,TOLKO TAP,NOT AVAILABLE,TAP,IN SERVICE,50.84,-120.27
2533480,2507428.0,521980323,Langley,2600 block 210 ST,No Known Message,4,2025-01-06 00:20:00+00:00,2025-01-05 23:27:00+00:00,2025-01-06 02:16:33+00:00,2025-01-06 01:50:00+00:00,2025-01-06 01:50:00+00:00,2025-01-06 00:18:13+00:00,Lower Mainland,49.050263,-122.641622,200008,6.196860621605084,MCLELLAN,NOT AVAILABLE,SUBSTATION,IN SERVICE,49.1,-122.68
2533483,2507431.0,1602964060,Dawson Creek,10600 block 8 ST,Under investigation,2,2025-01-06 07:05:00+00:00,2025-01-06 06:21:00+00:00,2025-01-06 08:14:28+00:00,2025-01-06 08:30:00+00:00,2025-01-06 08:30:00+00:00,2025-01-06 07:26:25+00:00,Northern,55.75241,-120.223743,200268,3.815219943927004,DAWSON CREEK,NOT AVAILABLE,SUBSTATION,IN SERVICE,55.78,-120.26
2533487,2507435.0,1602964060,Fort St. James,"0 block CEMETARY RD, TAKLA LOT 103, 0 block TAKLA LANDING, TAKLA LANDING 102, TAKLA LANDING RD 145A, TAKLA L72 NEW P4, HUDSONS BAY CRES, 0 block CHURCH LOOP, TAKLA L38 P24/1, 100 block MAIN ST...",Under investigation,150,,2025-01-06 10:19:53+00:00,2025-01-06 11:08:31+00:00,,,2025-01-06 10:28:41+00:00,Northern,55.481985,-125.968593,200224,68.53100772394056,BABINE LAKE,NOT AVAILABLE,SUBSTATION,IN SERVICE,54.88,-126.2
2533488,2507436.0,521980323,Richmond,11500 block EBURNE WAY,Under investigation,1,2025-01-06 13:05:00+00:00,2025-01-06 10:54:27+00:00,2025-01-06 14:10:03+00:00,,,2025-01-06 13:04:40+00:00,Lower Mainland,49.201053,-123.096763,202706,1.3836642596743494,WESTCOAST CELLUFIBRE,VANCOUVER,SUBSTATION,IN SERVICE,49.21,-123.11
2533490,2507438.0,2072041405,Golden,"North-West of TRANS CANADA HWY, East of Trans Can HWY, South of TRANS CAN HWY",Under investigation,692,2025-01-06 14:30:00+00:00,2025-01-06 12:39:01+00:00,2025-01-06 17:47:13+00:00,2025-01-06 19:00:00+00:00,2025-01-06 19:00:00+00:00,2025-01-06 17:33:28+00:00,Okanagan/Kootenay,51.435105,-117.065353,200330,17.715497360015124,GOLDEN,GOLDEN,SUBSTATION,IN SERVICE,51.29,-116.96
2533492,2507440.0,521980323,Sechelt,"8000 - 8100 block BELAIR RD, HWY 101 @ BROOKS RD ORN, 12200 block SUNSHINECOAST HWY, 9600 - 9700 block SECRET RD, 5400 block ANDERSON RD, 9400 block WALKER RD, 5400 block SAN SOUCI RD, 5200 - 5300 block TIDEWAYS TRA, 5200 - 5300 block TIDEWAYS TRAIL, 9900 - 10000 block COVE WAY...",Under investigation,1136,2025-01-06 16:45:00+00:00,2025-01-06 15:32:44+00:00,2025-01-06 18:14:08+00:00,2025-01-06 18:30:00+00:00,2025-01-06 18:30:00+00:00,2025-01-06 16:43:04+00:00,Lower Mainland,49.534347,-123.936653,200157,14.770064163530131,SECHELT,NOT AVAILABLE,SUBSTATION,IN SERVICE,49.48,-123.75
2533493,2507441.0,725364552,Revelstoke,3600 block TRANS CAN HWY,Under investigation,1,2025-01-06 18:10:00+00:00,2025-01-06 15:50:00+00:00,2025-01-06 19:07:42+00:00,,,2025-01-06 18:31:35+00:00,Thompson/Shuswap,50.980761,-118.299282,200307,7.025189960689463,ILLECILLEWAET,NOT AVAILABLE,SUBSTATION,IN SERVICE,50.99,-118.2
2533495,2507443.0,521980323,Langley,4700 block 207A ST,Equipment failure,1,2025-01-06 21:15:00+00:00,2025-01-06 16:11:00+00:00,2025-01-07 02:13:36+00:00,2025-01-07 01:00:00+00:00,2025-01-07 01:00:00+00:00,2025-01-06 23:29:24+00:00,Lower Mainland,49.088006,-122.648653,200008,2.6435386016452087,MCLELLAN,NOT AVAILABLE,SUBSTATION,IN SERVICE,49.1,-122.68
2533496,2507444.0,521980323,Gibsons,900 block O'SHEA RD,Planned work being done on our equipment,41,2025-01-06 16:20:00+00:00,2025-01-06 16:18:31+00:00,2025-01-06 17:09:19+00:00,2025-01-06 18:00:00+00:00,2025-01-06 18:00:00+00:00,2025-01-06 16:19:41+00:00,Lower Mainland,49.403199,-123.519152,200159,1.005171635118021,GIBSONS,NOT AVAILABLE,SUBSTATION,IN SERVICE,49.41,-123.51
2533498,2507446.0,521980323,Abbotsford,"North of INTERNATIONAL AVE, South of MARSHALL RD, East of GLADWIN RD, West of ANGUS CAMPBELL RD",Wire down,776,2025-01-06 19:20:00+00:00,2025-01-06 16:19:35+00:00,2025-01-06 21:24:42+00:00,2025-01-06 22:20:00+00:00,2025-01-06 22:20:00+00:00,2025-01-06 20:21:06+00:00,Lower Mainland,49.016353,-122.275488,200150,4.967272796235735,ABBOTSFORD,ABBOTSFORD,SUBSTATION,IN SERVICE,49.06,-122.29
2533497,2507445.0,521980323,Burnaby,"East of INGLETON AVE, North of PANDORA ST, South of DUNDAS ST, West of GILMORE AVE",Planned work being done on our equipment,21,2025-01-06 16:25:00+00:00,2025-01-06 16:20:31+00:00,2025-01-06 22:09:41+00:00,2025-01-07 00:30:00+00:00,2025-01-07 00:30:00+00:00,2025-01-06 16:22:07+00:00,Lower Mainland,49.283367,-123.015574,200097,1.5206273140315782,HORNE PAYNE,BURNABY,SUBSTATION,IN SERVICE,49.27,-123.02
2533501,2507449.0,521980323,Vancouver,"East of HIGHBURY ST, South of 13TH AVE, West of ALMA ST, North of 14TH AVE",Planned work being done on our equipment,14,2025-01-06 16:30:00+00:00,2025-01-06 16:23:52+00:00,2025-01-06 22:09:41+00:00,2025-01-07 00:00:00+00:00,2025-01-07 00:00:00+00:00,2025-01-06 17:28:55+00:00,Lower Mainland,49.260255,-123.187178,200091,1.4718197881840889,CAMOSUN,VANCOUVER,SUBSTATION,IN SERVICE,49.25,-123.2
2533504,2507452.0,521980323,Langley,4700 block 207A ST,Equipment failure,1,2025-01-06 20:55:00+00:00,2025-01-06 16:30:00+00:00,2025-01-07 02:13:36+00:00,2025-01-07 01:00:00+00:00,2025-01-07 01:00:00+00:00,2025-01-06 23:29:09+00:00,Lower Mainland,49.088237,-122.648347,200008,2.6500233501387873,MCLELLAN,NOT AVAILABLE,SUBSTATION,IN SERVICE,49.1,-122.68
2533508,2507456.0,521980323,Burnaby,"North of GRANT ST, South of KITCHENER ST, West of MADISON AVE, East of CARLETON AVE",Planned work being done on our equipment,34,2025-01-06 16:45:00+00:00,2025-01-06 16:43:29+00:00,2025-01-06 22:38:27+00:00,2025-01-07 00:00:00+00:00,2025-01-07 00:00:00+00:00,2025-01-06 16:45:13+00:00,Lower Mainland,49.271544,-123.010524,200097,0.7086248398041926,HORNE PAYNE,BURNABY,SUBSTATION,IN SERVICE,49.27,-123.02
2533511,2507459.0,725364552,Kamloops,1600 block VALLEYVIEW DR,Vandalism,1,2025-01-06 17:35:00+00:00,2025-01-06 16:47:11+00:00,2025-01-06 18:14:08+00:00,,,2025-01-06 17:32:10+00:00,Thompson/Shuswap,50.672398,-120.296393,200284,0.9952952144476422,DOUGLAS STREET,KAMLOOPS,SUBSTATION,IN SERVICE,50.67,-120.31
2533513,2507461.0,1602964060,"Port Edward, Prince Rupert","South of HWY 16 , North-East-West of SKEENA DR",Planned work being done on our equipment,533,2025-01-06 16:55:00+00:00,2025-01-06 16:54:13+00:00,2025-01-06 20:33:56+00:00,2025-01-06 21:00:00+00:00,2025-01-06 21:00:00+00:00,2025-01-06 20:02:14+00:00,Northern,54.036048,-130.290042,200240,21.57639936641742,PORT EWARDS,NOT AVAILABLE,SUBSTATION,IN SERVICE,54.23,-130.28
2533514,2507462.0,521980323,Vancouver,"6400 block ELGIN ST, 6400 block WINDSOR ST",Planned work being done on our equipment,18,2025-01-06 17:00:00+00:00,2025-01-06 16:56:15+00:00,2025-01-07 02:13:36+00:00,2025-01-07 01:00:00+00:00,2025-01-07 01:00:00+00:00,2025-01-06 23:25:55+00:00,Lower Mainland,49.225819,-123.08452,200098,0.5690948218781643,MAINWARING,VANCOUVER,SUBSTATION,IN SERVICE,49.23,-123.08
2533515,2507463.0,1602896846,Parksville,"1400 block NORTHWEST BAY RD, 1400 block NORTHWEST BAY",Planned work being done on our equipment,2,2025-01-06 17:00:00+00:00,2025-01-06 16:56:39+00:00,2025-01-06 19:07:42+00:00,2025-01-06 20:30:00+00:00,2025-01-06 20:30:00+00:00,2025-01-06 16:59:07+00:00,North VI,49.298644,-124.248724,202372,5.170495076875356,PARKSVILLE,NOT AVAILABLE,SUBSTATION,IN SERVICE,49.3,-124.32
2533517,2507465.0,521980323,Vancouver,"1600 block W 5TH AVE, 1600 block W 6TH AVE",Planned work being done on our equipment,3,2025-01-06 17:05:00+00:00,2025-01-06 16:58:32+00:00,2025-01-06 23:25:19+00:00,2025-01-07 01:00:00+00:00,2025-01-07 01:00:00+00:00,2025-01-06 22:59:52+00:00,Lower Mainland,49.266759,-123.141306,200090,1.9674270847158828,SPERLING,VANCOUVER,SUBSTATION,IN SERVICE,49.25,-123.15
2533521,2507469.0,521980323,"Delta, Richmond","West of 72ND ST, East of HWY 99 , South of DYKE RD, North of 49TH AVE",Under investigation,302,2025-01-06 17:45:00+00:00,2025-01-06 17:00:00+00:00,2025-01-06 19:47:05+00:00,,,2025-01-06 17:42:28+00:00,Lower Mainland,49.119253,-123.048268,202145,1.5837273656588833,UNKNOWN202145,NOT AVAILABLE,SUBSTATION,IN SERVICE,49.12,-123.07
2533519,2507467.0,521980323,North Vancouver,4400 block NOTTINGHAM RD,Planned work being done on our equipment,4,2025-01-06 17:05:00+00:00,2025-01-06 17:00:56+00:00,2025-01-07 02:13:36+00:00,2025-01-07 02:00:00+00:00,2025-01-07 02:00:00+00:00,2025-01-06 23:08:24+00:00,Lower Mainland,49.350198,-123.030344,200129,2.352351322990932,LYNN VALLEY,NORTH VANCOUVER DISTRICT,SUBSTATION,IN SERVICE,49.33,-123.04
2533522,2507470.0,521980323,Gibsons,"East of OCEANMOUNT BLV, West of ABBS RD, South of OSHEA RD, North of INGLIS RD",Planned work being done on our equipment,17,2025-01-06 17:05:00+00:00,2025-01-06 17:02:43+00:00,2025-01-06 19:32:52+00:00,2025-01-06 20:00:00+00:00,2025-01-06 20:00:00+00:00,2025-01-06 19:18:28+00:00,Lower Mainland,49.401332,-123.519382,200159,1.1788945162466107,GIBSONS,NOT AVAILABLE,SUBSTATION,IN SERVICE,49.41,-123.51
2533525,2507473.0,848340027,100 Mile House,"East of ALDER AVE, North of 5TH ST, South of 4TH ST, West of BIRCH AVE",Under investigation,20,2025-01-06 17:30:00+00:00,2025-01-06 17:06:00+00:00,2025-01-06 20:47:05+00:00,2025-01-06 20:30:00+00:00,2025-01-06 20:30:00+00:00,2025-01-06 20:02:02+00:00,Central Interior,51.640895,-121.296574,200187,2.1722558572670483,100 MILE HOUSE,NOT AVAILABLE,SUBSTATION,IN SERVICE,51.66,-121.29
2533525,2507473.0,848340027,100 Mile House,"East of ALDER AVE, North of 5TH ST, South of 4TH ST, West of BIRCH AVE",Under investigation,20,2025-01-06 17:30:00+00:00,2025-01-06 17:06:00+00:00,2025-01-06 20:47:05+00:00,2025-01-06 20:30:00+00:00,2025-01-06 20:30:00+00:00,2025-01-06 20:02:02+00:00,Central Interior,51.640895,-121.296574,200187,2.1722558572670483,100 MILE HOUSE,NOT AVAILABLE,SUBSTATION,IN SERVICE,51.66,-121.29
2533525,2507473.0,848340027,100 Mile House,"East of ALDER AVE, North of 5TH ST, South of 4TH ST, West of BIRCH AVE",Work being done on our equipment,20,2025-01-07 06:15:00+00:00,2025-01-06 17:06:00+00:00,2025-01-07 10:32:59+00:00,2025-01-07 10:30:00+00:00,2025-01-07 10:30:00+00:00,2025-01-07 07:08:25+00:00,Central Interior,51.640895,-121.296574,200187,2.1722558572670483,100 MILE HOUSE,NOT AVAILABLE,SUBSTATION,IN SERVICE,51.66,-121.29
2533525,2507473.0,848340027,100 Mile House,"East of ALDER AVE, North of 5TH ST, South of 4TH ST, West of BIRCH AVE",Work being done on our equipment,20,2025-01-07 06:15:00+00:00,2025-01-06 17:06:00+00:00,2025-01-07 10:32:59+00:00,2025-01-07 10:30:00+00:00,2025-01-07 10:30:00+00:00,2025-01-07 07:08:25+00:00,Central Interior,51.640895,-121.296574,200187,2.1722558572670483,100 MILE HOUSE,NOT AVAILABLE,SUBSTATION,IN SERVICE,51.66,-121.29
2533523,2507471.0,521980323,Maple Ridge,"11200 block CHARLTON ST, 20200 - 20300 block LORNE AVE",Planned work being done on our equipment,10,2025-01-06 17:10:00+00:00,2025-01-06 17:08:56+00:00,2025-01-06 22:09:41+00:00,2025-01-06 23:30:00+00:00,2025-01-06 23:30:00+00:00,2025-01-06 17:10:29+00:00,Lower Mainland,49.206855,-122.658209,200148,3.045138411863792,UNKNOWN200148,LANGLEY TWP,SUBSTATION,IN SERVICE,49.18,-122.65
2533524,2507472.0,1812901382,Sidney,2300 block BEVAN AVE,Planned work being done on our equipment,10,2025-01-06 17:10:00+00:00,2025-01-06 17:09:03+00:00,2025-01-06 18:35:28+00:00,2025-01-06 18:30:00+00:00,2025-01-06 18:30:00+00:00,2025-01-06 17:10:12+00:00,South VI,48.647363,-123.402374,200071,2.3248373591199067,SIDNEY,NORTH SAANICH,SUBSTATION,IN SERVICE,48.63,-123.42
2533527,2507475.0,521980323,Burnaby,6300 block THORNE AVE,Wire down,1,2025-01-06 17:45:00+00:00,2025-01-06 17:11:39+00:00,2025-01-06 19:47:05+00:00,2025-01-06 19:15:00+00:00,2025-01-06 19:15:00+00:00,2025-01-06 18:55:18+00:00,Lower Mainland,49.197613,-122.957598,200104,0.8643341748733698,TREE ISLAND,NOT AVAILABLE,SUBSTATION,IN SERVICE,49.19,-122.96
2533532,2507480.0,1812901382,"Oak Bay, Saanich",3100 block HUMBER RD,Motor vehicle accident,1,2025-01-06 23:30:00+00:00,2025-01-06 17:27:00+00:00,2025-01-07 02:13:36+00:00,,,2025-01-06 23:29:57+00:00,South VI,48.449104,-123.29243,200069,5.497669594440095,GEORGE TRIPP,SAANICH,SUBSTATION,IN SERVICE,48.47,-123.36
2533529,2507477.0,1812901382,Ganges,200 block BOOTH CANAL RD,Work being done on our equipment,2,2025-01-06 17:30:00+00:00,2025-01-06 17:28:40+00:00,2025-01-06 18:14:08+00:00,2025-01-06 18:00:00+00:00,2025-01-06 18:00:00+00:00,2025-01-06 17:30:04+00:00,South VI,48.859444,-123.533401,200073,0.9823067319340613,SALTSPRING TAP,NOT AVAILABLE,TAP,IN SERVICE,48.86,-123.52
2533533,2507481.0,1812901382,Victoria,"North of DALLAS RD, West of MOSS ST, East of LINDEN AVE, South of MAY ST",Planned work being done on our equipment,137,2025-01-06 17:35:00+00:00,2025-01-06 17:32:02+00:00,2025-01-06 20:09:42+00:00,2025-01-06 23:00:00+00:00,2025-01-06 23:00:00+00:00,2025-01-06 17:33:03+00:00,South VI,48.408924,-123.351979,200068,3.702527391283507,HORSEY,VICTORIA,SUBSTATION,IN SERVICE,48.44,-123.37
2533538,2507486.0,1602896846,Courtenay,"West of VETERANS MEMORIAL PKY, East of WENTWORTH RD, North of INGLEWOOD DR, South of TATTON RD",Planned work being done on our equipment,122,2025-01-06 17:40:00+00:00,2025-01-06 17:39:21+00:00,2025-01-06 20:09:42+00:00,2025-01-06 21:30:00+00:00,2025-01-06 21:30:00+00:00,2025-01-06 17:52:24+00:00,North VI,49.715949,-124.988966,200036,1.5156398644332825,COMOX,COURTENAY,SUBSTATION,IN SERVICE,49.71,-124.97
2533541,2507489.0,1812901382,Saanich,"3400 block TILLICUM RD, 300 block W BURNSIDE RD",Planned work being done on our equipment,2,2025-01-06 17:45:00+00:00,2025-01-06 17:43:13+00:00,2025-01-06 22:09:41+00:00,2025-01-06 23:00:00+00:00,2025-01-06 23:00:00+00:00,2025-01-06 17:44:33+00:00,South VI,48.455315,-123.392398,200067,1.792879472901209,ESQUIMALT,ESQUIMALT,SUBSTATION,IN SERVICE,48.44,-123.4
2533543,2507491.0,1812901382,Colwood,"300 block VIRAGO CRS, 200 block VIRAGO CRES",Planned work being done on our equipment,14,2025-01-06 17:50:00+00:00,2025-01-06 17:48:02+00:00,2025-01-07 00:51:15+00:00,2025-01-07 01:00:00+00:00,2025-01-07 01:00:00+00:00,2025-01-06 23:06:22+00:00,South VI,48.436197,-123.466828,200065,3.2127466864244774,COLWOOD,LANGFORD,SUBSTATION,IN SERVICE,48.44,-123.51
2533545,2507493.0,521980323,Abbotsford,"32300 block PEARDONVILLE RD, 2400 block ADELAIDE ST",Planned work being done on our equipment,9,2025-01-06 17:55:00+00:00,2025-01-06 17:53:50+00:00,2025-01-06 19:07:42+00:00,2025-01-06 20:00:00+00:00,2025-01-06 20:00:00+00:00,2025-01-06 17:55:26+00:00,Lower Mainland,49.045565,-122.328074,200150,3.205398827728283,ABBOTSFORD,ABBOTSFORD,SUBSTATION,IN SERVICE,49.06,-122.29
2533546,2507494.0,1812901382,"Central Saanich, Highlands, Saanich","South of SAUNDERS LN, West of SAANICH RD",Planned work being done on our equipment,278,2025-01-06 18:00:00+00:00,2025-01-06 17:56:05+00:00,2025-01-06 22:29:09+00:00,2025-01-06 23:00:00+00:00,2025-01-06 23:00:00+00:00,2025-01-06 18:09:25+00:00,South VI,48.552315,-123.47233,200070,4.9906893520576165,KEATING,CENTRAL SAANICH,SUBSTATION,IN SERVICE,48.57,-123.41
2533548,2507496.0,2072041405,Coldstream,5700 block PETWORTH RD,Planned work being done on our equipment,1,2025-01-06 18:00:00+00:00,2025-01-06 17:58:03+00:00,2025-01-06 21:47:04+00:00,2025-01-06 23:00:00+00:00,2025-01-06 23:00:00+00:00,2025-01-06 20:02:14+00:00,Okanagan/Kootenay,50.238369,-119.081893,200303,10.611152810095431,VERNON TERMINAL,NOT AVAILABLE,SUBSTATION,IN SERVICE,50.25,-119.23
2533549,2507497.0,521980323,Richmond,7000 block WILLIAMS RD,Planned work being done on our equipment,27,2025-01-06 18:00:00+00:00,2025-01-06 17:58:32+00:00,2025-01-06 19:47:05+00:00,2025-01-06 20:00:00+00:00,2025-01-06 20:00:00+00:00,2025-01-06 17:59:55+00:00,Lower Mainland,49.140911,-123.147292,200082,1.2291395551243713,STEVESTON,NOT AVAILABLE,SUBSTATION,IN SERVICE,49.13,-123.15
2533551,2507499.0,521980323,Surrey,16300 block 82 AVE,Planned work being done on our equipment,36,2025-01-06 18:05:00+00:00,2025-01-06 18:00:11+00:00,2025-01-06 23:10:11+00:00,2025-01-07 00:00:00+00:00,2025-01-07 00:00:00+00:00,2025-01-06 19:58:23+00:00,Lower Mainland,49.152547,-122.768781,200119,4.699984545281043,TAP200119,SURREY,TAP,IN SERVICE,49.12,-122.81
2533555,2507503.0,1812901382,Victoria,"West of MARY ST, East of SPRINGFIELD ST, North of ESQUIMALT RD, South of HENRY ST",Planned work being done on our equipment,18,2025-01-06 18:10:00+00:00,2025-01-06 18:09:50+00:00,2025-01-06 22:29:09+00:00,2025-01-07 00:00:00+00:00,2025-01-07 00:00:00+00:00,2025-01-06 18:11:20+00:00,South VI,48.431279,-123.387074,200067,1.360045475150378,ESQUIMALT,ESQUIMALT,SUBSTATION,IN SERVICE,48.44,-123.4
2533557,2507505.0,2072041405,Cranbrook,6100 block WOLF CREEK RD,Planned work being done on our equipment,1,2025-01-06 18:25:00+00:00,2025-01-06 18:20:47+00:00,2025-01-06 19:32:52+00:00,2025-01-06 20:30:00+00:00,2025-01-06 20:30:00+00:00,2025-01-06 18:44:06+00:00,Okanagan/Kootenay,49.792717,-115.730308,200324,22.144432220707262,KIMBERLEY,NOT AVAILABLE,SUBSTATION,IN SERVICE,49.66,-115.96
2533558,2507506.0,1812901382,Colwood,3300 block RAVENWOOD RD,Under investigation,1,2025-01-06 21:05:00+00:00,2025-01-06 18:25:00+00:00,2025-01-06 22:09:41+00:00,2025-01-06 22:00:00+00:00,2025-01-06 22:00:00+00:00,2025-01-06 21:26:24+00:00,South VI,48.422543,-123.506657,200065,1.9567368936525664,COLWOOD,LANGFORD,SUBSTATION,IN SERVICE,48.44,-123.51
2533559,2507507.0,1812901382,Oak Bay,"2700 - 2800 block CADBORO BAY RD, 2200 block NEIL ST",Planned work being done on our equipment,11,2025-01-06 18:35:00+00:00,2025-01-06 18:31:28+00:00,2025-01-06 23:10:11+00:00,2025-01-07 00:00:00+00:00,2025-01-07 00:00:00+00:00,2025-01-06 18:32:48+00:00,South VI,48.441647,-123.313305,200068,4.186169036606556,HORSEY,VICTORIA,SUBSTATION,IN SERVICE,48.44,-123.37
2533561,2507509.0,1812901382,North Saanich,9000 block ARDMORE DR,Under investigation,1,2025-01-06 19:45:00+00:00,2025-01-06 18:32:00+00:00,2025-01-06 20:09:42+00:00,,,2025-01-06 19:08:07+00:00,South VI,48.626552,-123.47861,200071,4.324474591878386,SIDNEY,NORTH SAANICH,SUBSTATION,IN SERVICE,48.63,-123.42
2533563,2507511.0,521980323,"Delta, Richmond",23200 block FRASERWOOD WAY,Planned work being done on our equipment,27,,2025-01-06 18:34:28+00:00,2025-01-06 20:26:13+00:00,2025-01-06 20:00:00+00:00,2025-01-06 20:00:00+00:00,2025-01-06 18:36:42+00:00,Lower Mainland,49.172432,-122.964048,200102,1.0564769688452746,GVRD SEWAGE,NOT AVAILABLE,SUBSTATION,IN SERVICE,49.17,-122.95
2533564,2507512.0,521980323,Richmond,10500 - 10700 block ROSEBROOK RD,Planned work being done on our equipment,18,2025-01-06 18:40:00+00:00,2025-01-06 18:36:31+00:00,2025-01-07 02:13:36+00:00,2025-01-07 01:00:00+00:00,2025-01-07 01:00:00+00:00,2025-01-06 23:03:40+00:00,Lower Mainland,49.136079,-123.126161,200082,1.861480802709825,STEVESTON,NOT AVAILABLE,SUBSTATION,IN SERVICE,49.13,-123.15
2533565,2507513.0,1812901382,Sidney,9700 block THIRD ST,Planned work being done on our equipment,16,2025-01-06 18:40:00+00:00,2025-01-06 18:37:50+00:00,2025-01-06 19:32:52+00:00,2025-01-06 19:30:00+00:00,2025-01-06 19:30:00+00:00,2025-01-06 18:59:54+00:00,South VI,48.648322,-123.397802,200071,2.6097857190844893,SIDNEY,NORTH SAANICH,SUBSTATION,IN SERVICE,48.63,-123.42
2533566,2507514.0,521980323,Langley,8800 block 204B ST,Planned work being done on our equipment,2,2025-01-06 18:55:00+00:00,2025-01-06 18:38:11+00:00,2025-01-06 22:47:10+00:00,2025-01-07 01:00:00+00:00,2025-01-07 01:00:00+00:00,2025-01-06 19:58:31+00:00,Lower Mainland,49.164076,-122.654631,200148,1.8023896759351141,UNKNOWN200148,LANGLEY TWP,SUBSTATION,IN SERVICE,49.18,-122.65
2533572,2507520.0,521980323,Abbotsford,"North of TRANS CANADA HWY, East of BAYNES ST, West of BEATTY RD, South of 56TH AVE",Planned work being done on our equipment,24,2025-01-06 19:05:00+00:00,2025-01-06 18:47:00+00:00,2025-01-06 22:09:41+00:00,2025-01-06 22:00:00+00:00,2025-01-06 22:00:00+00:00,2025-01-06 19:58:35+00:00,Lower Mainland,49.093073,-122.448076,200145,2.467834338783846,GLOUCESTER,NOT AVAILABLE,SUBSTATION,IN SERVICE,49.11,-122.47
2533573,2507521.0,521980323,Delta,"South of 91ST AVE, West of FIRCREST DR, North of 90TH AVE, East of 116TH ST",Under investigation,28,2025-01-06 19:55:00+00:00,2025-01-06 19:01:00+00:00,2025-01-06 20:26:13+00:00,,,2025-01-06 19:51:29+00:00,Lower Mainland,49.167942,-122.897456,200014,1.4462001987918298,SCOTT ROAD,SURREY,SUBSTATION,IN SERVICE,49.18,-122.89
2533574,2507522.0,521980323,Hope,"22400 - 22500 block COQUIHALLA HWY, COQUIHALLA HWY &, COQUIHALLA HWY EAST, HWY 5 @ SHYLOCK PIT ORN, 69100 block OTHELLO RD, HWY 5 & JESSICA ORN, OTHELLO RD 25 PE, HWY 5 @ SOWAQUA ORN, HWY 5 @ OTHELLO RD ORN, HWY 5 ORN...",Planned work being done on our equipment,30,2025-01-06 19:05:00+00:00,2025-01-06 19:02:10+00:00,2025-01-06 21:24:42+00:00,2025-01-06 21:00:00+00:00,2025-01-06 21:00:00+00:00,2025-01-06 19:58:39+00:00,Lower Mainland,49.455614,-121.262988,202404,14.525863204542315,AMERICAN CREEK CAPACITOR STATION,NOT AVAILABLE,SUBSTATION,IN SERVICE,49.43,-121.46
